Invoice No.,Invoice Date,Invoice Total ($),Discount ($),Net Amount ($),Payment No,Payment Date,PO No.,RA No.,GST $,HST $,QST $
'RV002580920214,10/31/2025,-1685.150,0.00,-1685.150,004 00018659182026,11/03/2025,'002580920214,'920214,-80.250,0.00,0.00
'FD005520550523,10/30/2025,-64.800,0.00,-64.800,004 00022080362026,12/26/2025,'005520550523,,-3.090,0.00,0.00
'FD013160860040,10/30/2025,-64.030,0.00,-64.030,004 00022080362026,12/26/2025,'013160860040,,-3.050,0.00,0.00
'RV013160860040,10/30/2025,-1685.150,0.00,-1685.150,004 00018529432026,10/31/2025,'013160860040,'860040,-80.250,0.00,0.00
'RV005520550523,10/30/2025,-2238.930,0.00,-2238.930,004 00018529432026,10/31/2025,'005520550523,'550523,-106.620,0.00,0.00
'RV014460335458,10/28/2025,-2238.930,0.00,-2238.930,004 00018352192026,10/29/2025,'014460335458,'335458,-106.620,0.00,0.00
'FD014460335458,10/28/2025,-66.970,0.00,-66.970,004 00022080362026,12/26/2025,'014460335458,,-3.190,0.00,0.00
'RV015780432343,10/27/2025,-2238.930,0.00,-2238.930,004 00018352192026,10/29/2025,'015780432343,'432343,-106.620,0.00,0.00
'INV-32764,10/27/2025,1753.75,0.00,1753.75,004 00022080362026,12/26/2025,'008945909513,,0.00,228.75,0.00
'FD015780432343,10/27/2025,-80.020,0.00,-80.020,004 00022080362026,12/26/2025,'015780432343,,-3.810,0.00,0.00
'RV005921186062,10/27/2025,-2374.280,0.00,-2374.280,004 00018352192026,10/29/2025,'005921186062,'1186062,-113.060,0.00,0.00
'FD005440640522,10/24/2025,-85.290,0.00,-85.290,004 00022080362026,12/26/2025,'005440640522,,-4.060,0.00,0.00
'INV-32748,10/24/2025,2287.95,0.00,2287.95,004 00022080362026,12/26/2025,'008945887208,,108.95,0.00,0.00
'INV-32746,10/24/2025,2287.95,0.00,2287.95,004 00022080362026,12/26/2025,'008945876535,,108.95,0.00,0.00
'INV-32745,10/24/2025,2151.45,0.00,2151.45,004 00022080362026,12/26/2025,'008945877203,,102.45,0.00,0.00
'RV005440640522,10/24/2025,-2238.930,0.00,-2238.930,004 00018352192026,10/29/2025,'005440640522,'640522,-106.620,0.00,0.00
'RV005250597010,10/23/2025,-2238.930,0.00,-2238.930,004 00018072482026,10/24/2025,'005250597010,'597010,-106.620,0.00,0.00
'FD005250597010,10/23/2025,-144.600,0.00,-144.600,004 00022080362026,12/26/2025,'005250597010,,-6.890,0.00,0.00
'RV001540485318,10/22/2025,-1808.580,0.00,-1808.580,004 00018072482026,10/24/2025,'001540485318,'485318,-80.250,0.00,0.00
'FD005330535556,10/22/2025,-200.380,0.00,-200.380,004 00022080362026,12/26/2025,'005330535556,,-9.540,0.00,0.00
'FD001610421711,10/22/2025,-65.010,0.00,-65.010,004 00022080362026,12/26/2025,'001610421711,,-3.100,0.00,0.00
'SHIPPED,10/22/2025,1723.25,0.00,1723.25,004 00022080362026,12/26/2025,'008945849917,,0.00,198.25,0.00
'RV001640399909,10/22/2025,-2374.280,0.00,-2374.280,004 00018072482026,10/24/2025,'001640399909,'399909,-113.060,0.00,0.00
'RV001610421711,10/22/2025,-2238.930,0.00,-2238.930,004 00018072482026,10/24/2025,'001610421711,'421711,-106.620,0.00,0.00
'INV-32728,10/22/2025,2287.95,0.00,2287.95,004 00022080362026,12/26/2025,'008945854366,,108.95,0.00,0.00
'RV005330535556,10/22/2025,-2238.930,0.00,-2238.930,004 00018072482026,10/24/2025,'005330535556,'535556,-106.620,0.00,0.00
'FD005290466544,10/21/2025,-162.290,0.00,-162.290,004 00022080362026,12/26/2025,'005290466544,,-7.730,0.00,0.00
'RV008941174463,10/21/2025,-2238.930,0.00,-2238.930,004 00018072482026,10/24/2025,'008941174463,'4003281486,-106.620,0.00,0.00
'RV002550741717,10/21/2025,-1685.150,0.00,-1685.150,004 00018072482026,10/24/2025,'002550741717,'741717,-80.250,0.00,0.00
'FD002550741717,10/21/2025,-69.130,0.00,-69.130,004 00022080362026,12/26/2025,'002550741717,,-3.290,0.00,0.00
'RV005290466544,10/21/2025,-1685.150,0.00,-1685.150,004 00018072482026,10/24/2025,'005290466544,'466444,-80.250,0.00,0.00
'INV-32673,10/20/2025,2287.95,0.00,2287.95,004 00022080362026,12/26/2025,'008945784009,,108.95,0.00,0.00
'INV-32714,10/20/2025,1723.25,0.00,1723.25,004 00022080362026,12/26/2025,'008945776739,,0.00,198.25,0.00
'INV-32716,10/20/2025,2287.95,0.00,2287.95,004 00022080362026,12/26/2025,'008945825462,,108.95,0.00,0.00
'INV-32715,10/20/2025,1601.25,0.00,1601.25,004 00022080362026,12/26/2025,'008945800037,,76.25,0.00,0.00
'RV005120522278,10/18/2025,-2409.510,0.00,-2409.510,004 00017753032026,10/20/2025,'005120522278,'522278,0.00,-277.200,0.00
'RV016670023693,10/17/2025,-1685.150,0.00,-1685.150,004 00017753032026,10/20/2025,'016670023693,'23693,-80.250,0.00,0.00
'RV008941171140,10/17/2025,-2409.510,0.00,-2409.510,004 00017753032026,10/20/2025,'008941171140,'8942032892,0.00,-277.200,0.00
'INV-32620,10/17/2025,4924.54,0.00,4924.54,004 00022080362026,12/26/2025,'008945713932,,0.00,566.54,0.00
'0136780983,10/17/2025,-3300.0,0.00,-3300.0,004 00017753032026,10/20/2025,'10/3/2025,'Email,0.00,0.00,0.00
'FD005120522278,10/17/2025,-138.620,0.00,-138.620,004 00022080362026,12/26/2025,'005120522278,,-6.600,0.00,0.00
'FD016670023693,10/17/2025,-64.350,0.00,-64.350,004 00024098562026,02/04/2026,'016670023693,'30000177,0.00,0.00,0.00
'INV-32619,10/17/2025,2151.45,0.00,2151.45,004 00022080362026,12/26/2025,'008945733183,,102.45,0.00,0.00
'RV008941170320,10/16/2025,-2409.510,0.00,-2409.510,004 00017753032026,10/20/2025,'008941170320,'4004292444,0.00,-277.200,0.00
'RV008941170319,10/16/2025,-2409.510,0.00,-2409.510,004 00017753032026,10/20/2025,'008941170319,'4004409738,0.00,-277.200,0.00
'FD005160299690,10/16/2025,-120.720,0.00,-120.720,004 00022080362026,12/26/2025,'005160299690,,-5.750,0.00,0.00
'FD000540917839,10/15/2025,-69.250,0.00,-69.250,004 00022080362026,12/26/2025,'000540917839,,-3.300,0.00,0.00
'RV000540917839,10/15/2025,-2238.930,0.00,-2238.930,004 00017753032026,10/20/2025,'000540917839,'917839,-106.620,0.00,0.00
'RV005160299690,10/15/2025,-2238.930,0.00,-2238.930,004 00017753032026,10/20/2025,'005160299690,'299690,-106.620,0.00,0.00
'RV012630925126,10/14/2025,-2555.180,0.00,-2555.180,004 00017753032026,10/20/2025,'012630925126,'925126,0.00,-293.960,0.00
'RV005340727679,10/14/2025,-2409.510,0.00,-2409.510,004 00017753032026,10/20/2025,'005340727679,'727679,0.00,-277.200,0.00
'FD005340727679,10/14/2025,-282.590,0.00,-282.590,004 00022080362026,12/26/2025,'005340727679,,-13.460,0.00,0.00
'FD012630925126,10/14/2025,-279.790,0.00,-279.790,004 00022080362026,12/26/2025,'012630925126,,-13.320,0.00,0.00
'RV012700548762,10/10/2025,-1808.580,0.00,-1808.580,004 00017753032026,10/20/2025,'012700548762,'548762,-80.250,0.00,0.00
'RV005520543089,10/09/2025,-1685.150,0.00,-1685.150,004 00017753032026,10/20/2025,'005520543089,'543089,-80.250,0.00,0.00
'RV000560548976,10/09/2025,-1685.150,0.00,-1685.150,004 00017753032026,10/20/2025,'000560548976,'548976,-80.250,0.00,0.00
'FD000560548976,10/09/2025,-69.300,0.00,-69.300,004 00022080362026,12/26/2025,'000560548976,,-3.300,0.00,0.00
'RV005520544294,10/09/2025,-2238.930,0.00,-2238.930,004 00017753032026,10/20/2025,'005520544294,'544294,-106.620,0.00,0.00
'INV-32579,10/08/2025,1601.25,0.00,1601.25,004 00022080362026,12/26/2025,'008945669683,,76.25,0.00,0.00
'INV-32578,10/08/2025,1601.25,0.00,1601.25,004 00022080362026,12/26/2025,'008945675706,,76.25,0.00,0.00
'INV-32562,10/08/2025,2315.37,0.00,2315.37,004 00022080362026,12/26/2025,'008945660283,,0.00,266.37,0.00
'FD005320480593,10/08/2025,-64.020,0.00,-64.020,004 00022080362026,12/26/2025,'005320480593,,-3.050,0.00,0.00
'RV005320480593,10/08/2025,-2238.930,0.00,-2238.930,004 00017753032026,10/20/2025,'005320480593,'480593,-106.620,0.00,0.00
'INV-32534,10/06/2025,1723.25,0.00,1723.25,004 00019133342026,11/10/2025,'008945649137,,0.00,198.25,0.00
'RV008941164872,10/06/2025,-2238.930,0.00,-2238.930,004 00017753032026,10/20/2025,'008941164872,'4003146872,-106.620,0.00,0.00
'FD000560547645,10/06/2025,-69.300,0.00,-69.300,004 00022080362026,12/26/2025,'000560547645,,-3.300,0.00,0.00
'RV000560547645,10/06/2025,-2238.930,0.00,-2238.930,004 00017753032026,10/20/2025,'000560547645,'547645,-106.620,0.00,0.00
'INV-32535,10/06/2025,2287.95,0.00,2287.95,004 00019133342026,11/10/2025,'008945636036,,108.95,0.00,0.00
'INV-32439,10/06/2025,4924.54,0.00,4924.54,004 00019133342026,11/10/2025,'008945517022,,0.00,566.54,0.00
'RV002530689800,10/03/2025,-1685.150,0.00,-1685.150,004 00017753032026,10/20/2025,'002530689800,'689800,-80.250,0.00,0.00
'RV002530685392,10/03/2025,-1813.540,0.00,-1813.540,004 00017753032026,10/20/2025,'002530685392,'685392,0.00,-208.640,0.00
'FD002530689800,10/03/2025,-89.560,0.00,-89.560,004 00022080362026,12/26/2025,'002530689800,,-4.260,0.00,0.00
'INV-32484,10/03/2025,1601.25,0.00,1601.25,004 00019001672026,11/07/2025,'008945586892,,76.25,0.00,0.00
'FD002530685392,10/03/2025,-89.580,0.00,-89.580,004 00022080362026,12/26/2025,'002530685392,,-4.270,0.00,0.00
'RV011680498843,10/03/2025,-2238.930,0.00,-2238.930,004 00017753032026,10/20/2025,'011680498843,'498843,-106.620,0.00,0.00
'INV-32505,10/03/2025,2151.45,0.00,2151.45,004 00019001672026,11/07/2025,'008945596333,,102.45,0.00,0.00
'FD011680498843,10/03/2025,-138.620,0.00,-138.620,004 00022080362026,12/26/2025,'011680498843,,-6.600,0.00,0.00
'INV-32449,10/03/2025,2151.45,0.00,2151.45,004 00019001672026,11/07/2025,'008945552522,,102.45,0.00,0.00
'INV-32493,10/03/2025,2287.95,0.00,2287.95,004 00019001672026,11/07/2025,'008945592400,,108.95,0.00,0.00
'INV-32485,10/03/2025,2151.45,0.00,2151.45,004 00019001672026,11/07/2025,'008945586324,,102.45,0.00,0.00
'FD013620707493,10/02/2025,-277.640,0.00,-277.640,004 00024098562026,02/04/2026,'013620707493,'30000177,0.00,0.00,0.00
'FD005400852715,10/01/2025,-211.100,0.00,-211.100,004 00022080362026,12/26/2025,'005400852715,,-10.050,0.00,0.00
'INV-32450,10/01/2025,2287.95,0.00,2287.95,004 00019001672026,11/07/2025,'008945544979,,108.95,0.00,0.00
'RV005400852715,10/01/2025,-2238.930,0.00,-2238.930,004 00017753032026,10/20/2025,'005400852715,'852715,-106.620,0.00,0.00
'RV013620707493,10/01/2025,-2238.930,0.00,-2238.930,004 00017753032026,10/20/2025,'013620707493,'707493,-106.620,0.00,0.00
'FD012700543712,09/30/2025,-85.430,0.00,-85.430,004 00022080362026,12/26/2025,'012700543712,,-4.070,0.00,0.00
'RV005270682818,09/30/2025,-3924.080,0.00,-3924.080,004 00017753032026,10/20/2025,'005270682818,'682818,-186.870,0.00,0.00
'RV005440633978,09/30/2025,-2238.930,0.00,-2238.930,004 00017753032026,10/20/2025,'005440633978,'633978,-106.620,0.00,0.00
'FD005440633978,09/30/2025,-85.430,0.00,-85.430,004 00017753032026,10/20/2025,'005440633978,,-4.070,0.00,0.00
'FD005270682818,09/30/2025,-134.600,0.00,-134.600,004 00022080362026,12/26/2025,'005270682818,,-6.410,0.00,0.00
'INV-32437,09/29/2025,1601.25,0.00,1601.25,004 00018659182026,11/03/2025,'008945523263,,76.25,0.00,0.00
'RV005400866407,09/29/2025,-2421.020,0.00,-2421.020,004 00017753032026,10/20/2025,'005400866407,'866407,-106.620,0.00,0.00
'INV-32438,09/29/2025,2287.95,0.00,2287.95,004 00018659182026,11/03/2025,'008945520809,,108.95,0.00,0.00
'INV-32394,09/26/2025,2151.45,0.00,2151.45,004 00018529432026,10/31/2025,'008945477905,,102.45,0.00,0.00
'INV-32412,09/26/2025,2484.06,0.00,2484.06,004 00018529432026,10/31/2025,'008945498153,,0.00,305.06,0.00
'INV-32411,09/26/2025,3446.50,0.00,3446.50,004 00018529432026,10/31/2025,'008945501027,,0.00,396.50,0.00
'RV012700543712,09/26/2025,-2238.930,0.00,-2238.930,004 00017753032026,10/20/2025,'012700543712,'543712,-106.620,0.00,0.00
'FD013810546451,09/25/2025,-69.070,0.00,-69.070,004 00022080362026,12/26/2025,'013810546451,,-3.290,0.00,0.00
'RV000540908261,09/25/2025,-2238.930,0.00,-2238.930,004 00017753032026,10/20/2025,'000540908261,'PICKED UP,-106.620,0.00,0.00
'RV000540905265,09/25/2025,-2238.930,0.00,-2238.930,004 00017753032026,10/20/2025,'000540905265,'PICKED UP,-106.620,0.00,0.00
'RV008941159809,09/25/2025,-2409.510,0.00,-2409.510,004 00017753032026,10/20/2025,'008941159809,'8943216446,0.00,-277.200,0.00
'RV008941159810,09/25/2025,-2409.510,0.00,-2409.510,004 00017753032026,10/20/2025,'008941159810,'8943395747,0.00,-277.200,0.00
'RV008941159808,09/25/2025,-1685.150,0.00,-1685.150,004 00017753032026,10/20/2025,'008941159808,'4004732245,-80.250,0.00,0.00
'RV013810546451,09/25/2025,-1685.150,0.00,-1685.150,004 00017753032026,10/20/2025,'013810546451,'546541,-80.250,0.00,0.00
'RV000540908134,09/25/2025,-2238.930,0.00,-2238.930,004 00017753032026,10/20/2025,'000540908134,'PICKED UP,-106.620,0.00,0.00
'INV-32353,09/24/2025,1601.25,0.00,1601.25,004 00018352192026,10/29/2025,'008945457863,,76.25,0.00,0.00
'RV005311016764,09/24/2025,-2409.510,0.00,-2409.510,004 00017753032026,10/20/2025,'005311016764,'1016764,0.00,-277.200,0.00
'FD005311016764,09/24/2025,-67.240,0.00,-67.240,004 00017753032026,10/20/2025,'005311016764,,-3.200,0.00,0.00
'INV-32354,09/24/2025,2287.95,0.00,2287.95,004 00018352192026,10/29/2025,'008945439475,,108.95,0.00,0.00
'INV-32352,09/24/2025,2315.37,0.00,2315.37,004 00018352192026,10/29/2025,'008945461122,,0.00,266.37,0.00
'INV-32370,09/24/2025,1723.25,0.00,1723.25,004 00018352192026,10/29/2025,'008945470485,,0.00,198.25,0.00
'INV-32371,09/24/2025,2287.95,0.00,2287.95,004 00018352192026,10/29/2025,'008945467636,,108.95,0.00,0.00
'FD002560683795,09/23/2025,-65.060,0.00,-65.060,004 00017753032026,10/20/2025,'002560683795,,-3.100,0.00,0.00
'RV008941156222,09/23/2025,-1813.540,0.00,-1813.540,004 00017753032026,10/20/2025,'008941156222,'8944157868,0.00,-208.640,0.00
'RV002580898745,09/23/2025,-2238.930,0.00,-2238.930,004 00017753032026,10/20/2025,'002580898745,'898745,-106.620,0.00,0.00
